"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
"303301268","03/20/2025","08:00:00","BROOKLYN","OUTSIDE","83","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,006,935","193,011","40.696427","-73.918193","POINT (-73.918193 40.696427)"
"300197279","01/28/2025","15:30:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","<18","M","BLACK","1,004,499","180,655","40.662519","-73.927012","POINT (-73.927012 40.662519)"
"307142686","05/09/2025","09:01:00","BRONX","OUTSIDE","52","0","STREET","(null)","N","25-44","M","BLACK","25-44","F","BLACK","1,010,447","252,191","40.858851","-73.905297","POINT (-73.905297 40.858851)"
"298756519","01/01/2025","23:18:00","QUEENS","OUTSIDE","103","0","COMMERCIAL","BAR/NIGHT CLUB","N","(null)","(null)","(null)","18-24","F","BLACK","1,036,944","194,475","40.700318","-73.809959","POINT (-73.809959 40.700318)"
"308717967","06/25/2025","16:55:00","QUEENS","INSIDE","103","0","DWELLING","MULTI DWELL - APT BUILD","Y","<18","M","BLACK","<18","M","BLACK","1,039,987","196,083","40.704713","-73.798973","POINT (-73.798973 40.704713)"
"308590516","06/24/2025","21:00:00","QUEENS","OUTSIDE","100","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,041,025","153,312","40.58730029","-73.79558904","POINT (-73.79558904 40.58730029)"
"305054141","04/20/2025","13:50:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,005,945","235,372","40.812701","-73.921625","POINT (-73.921625 40.812701)"
"303478971","03/22/2025","22:55:00","STATEN ISLAND","OUTSIDE","121","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","939,190","171,509","40.637325","-74.162356","POINT (-74.162356 40.637325)"
"302312792","03/07/2025","18:15:00","BROOKLYN","OUTSIDE","79","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","BLACK","998,617","186,863","40.679569","-73.948203","POINT (-73.948203 40.679569)"
"307338431","05/31/2025","16:44:00","BROOKLYN","OUTSIDE","81","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","F","BLACK","1,005,072","186,682","40.679061","-73.924931","POINT (-73.924931 40.679061)"
"306651416","05/18/2025","18:45:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","(null)","(null)","(null)","45-64","M","BLACK","1,013,673","252,644","40.860085","-73.89363","POINT (-73.89363 40.860085)"
"304800342","04/15/2025","22:50:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,014,916","247,516","40.846007","-73.889163","POINT (-73.889163 40.846007)"
"308510108","06/23/2025","01:57:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1,010,208","240,349","40.826351","-73.906207","POINT (-73.906207 40.826351)"
"304555922","04/10/2025","20:15:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","1,010,830","181,517","40.664869","-73.904191","POINT (-73.904191 40.664869)"
"306651766","05/18/2025","23:43:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","Y","18-24","M","BLACK","25-44","M","BLACK","997,566","234,085","40.809184","-73.951896","POINT (-73.951896 40.809184)"
"303630517","03/25/2025","14:22:00","BROOKLYN","INSIDE","83","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","<18","M","BLACK","1,006,631","192,819","40.695902","-73.919289","POINT (-73.919289 40.695902)"
"304361735","04/07/2025","23:44:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1,003,970","251,215","40.85617993","-73.92871375","POINT (-73.92871375 40.85617993)"
"306613733","05/18/2025","03:54:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","18-24","M","BLACK","18-24","F","BLACK","1,016,250","208,615","40.739229","-73.884526","POINT (-73.884526 40.739229)"
"305930898","05/06/2025","14:56:00","BRONX","INSIDE","48","0","COMMERCIAL","GROCERY/BODEGA","N","(null)","(null)","(null)","25-44","M","BLACK","1,016,874","245,380","40.840135","-73.882097","POINT (-73.882097 40.840135)"
"301479775","02/21/2025","07:05:00","BROOKLYN","OUTSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","18-24","M","BLACK HISPANIC","997,703","178,036","40.655344","-73.951514","POINT (-73.951514 40.655344)"
"303772633","03/27/2025","11:15:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","WHITE","1,000,482","230,365","40.79897","-73.941374","POINT (-73.941374 40.79897)"
"306214612","05/10/2025","16:18:00","QUEENS","OUTSIDE","113","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1,044,258","189,029","40.685325","-73.783631","POINT (-73.783631 40.685325)"
"299382241","01/13/2025","21:15:00","MANHATTAN","OUTSIDE","30","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","997,512","239,558","40.824207","-73.95208","POINT (-73.95208 40.824207)"
"305128574","04/22/2025","04:11:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","997,992","176,370","40.65077","-73.950476","POINT (-73.950476 40.65077)"
"305637547","04/30/2025","22:00:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,008,608","178,434","40.656413","-73.912211","POINT (-73.912211 40.656413)"
"304022768","04/01/2025","23:09:00","BRONX","INSIDE","47","0","DWELLING","(null)","Y","25-44","M","BLACK","25-44","F","WHITE HISPANIC","1,026,834","259,300","40.8783","-73.846009","POINT (-73.846009 40.8783)"
"307244288","05/29/2025","13:19:00","BRONX","OUTSIDE","43","0","OTHER","(null)","N","45-64","M","BLACK HISPANIC","65+","M","WHITE HISPANIC","1,024,045","243,057","40.833731","-73.856193","POINT (-73.856193 40.833731)"
"307581455","06/04/2025","21:33:00","BRONX","OUTSIDE","41","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,013,340","238,793","40.822069","-73.894895","POINT (-73.894895 40.822069)"
"306214613","05/10/2025","20:33:00","BRONX","OUTSIDE","40","0","STREET","GROCERY/BODEGA","Y","<18","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,005,529","233,942","40.808777","-73.923131","POINT (-73.923131 40.808777)"
"303132108","03/18/2025","23:00:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","994,512","177,707","40.654446","-73.963015","POINT (-73.963015 40.654446)"
"308045739","06/13/2025","19:16:00","BROOKLYN","OUTSIDE","75","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER","1,020,186","182,547","40.667662","-73.87046","POINT (-73.87046 40.667662)"
"300361353","01/31/2025","20:17:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","998,424","234,705","40.810886","-73.948795","POINT (-73.948795 40.810886)"
"301080543","02/13/2025","01:10:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","Y","45-64","M","BLACK","25-44","M","BLACK","1,008,969","175,797","40.649174","-73.910919","POINT (-73.910919 40.649174)"
"300450100","02/02/2025","22:30:00","QUEENS","OUTSIDE","102","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","ASIAN / PACIFIC ISLANDER","1,022,122","187,487","40.681213","-73.863454","POINT (-73.863454 40.681213)"
"307945955","06/11/2025","21:09:00","QUEENS","INSIDE","109","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","45-64","M","BLACK","25-44","M","BLACK","1,031,019","218,351","40.765885","-73.831162","POINT (-73.831162 40.765885)"
"300131383","01/27/2025","16:30:00","QUEENS","INSIDE","107","0","DWELLING","MULTI DWELL - APT BUILD","Y","(null)","(null)","(null)","18-24","M","BLACK","1,051,246","203,301","40.724446","-73.758293","POINT (-73.758293 40.724446)"
"308355727","06/19/2025","16:21:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","997,843","175,671","0","0","POINT (0 0)"
"308717968","06/26/2025","22:40:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","BLACK","1,012,575","171,356","40.636975","-73.897943","POINT (-73.897943 40.636975)"
"301178229","02/16/2025","03:11:00","BROOKLYN","INSIDE","88","0","COMMERCIAL","BAR/NIGHT CLUB","Y","25-44","M","BLACK","25-44","M","WHITE HISPANIC","993,966","187,469","40.68124","-73.964968","POINT (-73.964968 40.68124)"
"301321141","02/14/2025","22:00:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","955,760","164,018","40.616831","-74.102618","POINT (-74.102618 40.616831)"
"305034044","04/19/2025","22:19:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","SMALL MERCHANT","N","25-44","M","BLACK","45-64","M","BLACK","1,003,890","172,805","40.640973","-73.929232","POINT (-73.929232 40.640973)"
"307442124","06/02/2025","21:55:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","45-64","M","BLACK","1,007,689","191,193","40.691437","-73.915478","POINT (-73.915478 40.691437)"
"307299375","05/30/2025","12:42:00","BRONX","OUTSIDE","42","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","BLACK","1,013,027","245,098","40.839376","-73.896001","POINT (-73.896001 40.839376)"
"304199343","04/04/2025","16:21:00","BROOKLYN","OUTSIDE","94","2","HOUSING","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,000,776","200,903","40.718104","-73.940383","POINT (-73.940383 40.718104)"
"304768635","04/15/2025","02:00:00","BROOKLYN","INSIDE","79","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","998,273","193,028","40.696493","-73.949429","POINT (-73.949429 40.696493)"
"304666375","04/13/2025","04:47:00","BRONX","OUTSIDE","45","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,034,433","236,681","40.816178","-73.818701","POINT (-73.818701 40.816178)"
"304022767","04/01/2025","15:30:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,016,830","249,479","40.851386","-73.882234","POINT (-73.882234 40.851386)"
"300951836","02/11/2025","07:30:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,008,907","191,957","40.693531","-73.911082","POINT (-73.911082 40.693531)"
"305364725","04/25/2025","23:57:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,001,179","238,750","40.821982","-73.938833","POINT (-73.938833 40.821982)"
"300131386","01/27/2025","23:15:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","BLACK","1,001,768","234,797","40.811131","-73.936716","POINT (-73.936716 40.811131)"
"301923239","03/01/2025","03:20:00","MANHATTAN","OUTSIDE","9","0","COMMERCIAL","BAR/NIGHT CLUB","Y","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","986,120","203,392","40.724951","-73.993251","POINT (-73.993251 40.724951)"
"308408220","06/20/2025","15:57:00","QUEENS","OUTSIDE","100","0","STREET","GROCERY/BODEGA","N","(null)","(null)","(null)","45-64","M","BLACK","1,041,002","155,343","40.592886","-73.795653","POINT (-73.795653 40.592886)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","25-44","M","WHITE","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"306906891","05/23/2025","02:16:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,019,102","188,511","40.684037","-73.874337","POINT (-73.874337 40.684037)"
"303861625","03/29/2025","21:38:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","F","BLACK","1,004,934","235,728","40.81368","-73.925276","POINT (-73.925276 40.81368)"
"303241625","03/19/2025","17:50:00","BROOKLYN","OUTSIDE","84","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","987,098","194,573","40.7007342","-73.98972871","POINT (-73.98972871 40.7007342)"
"303829752","03/28/2025","23:55:00","BRONX","OUTSIDE","44","0","STREET","(null)","Y","25-44","M","BLACK","25-44","M","WHITE HISPANIC","1,004,129","243,241","40.834302","-73.928161","POINT (-73.928161 40.834302)"
"306610276","05/17/2025","21:57:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","F","BLACK","1,014,679","179,606","40.65961","-73.890327","POINT (-73.890327 40.65961)"
"308408221","06/20/2025","19:06:00","QUEENS","OUTSIDE","104","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,013,701","195,936","0","0","POINT (0 0)"
"308417294","06/20/2025","14:51:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,011,263","248,425","40.848512","-73.902363","POINT (-73.902363 40.848512)"
"298949943","01/05/2025","07:19:00","BROOKLYN","INSIDE","60","0","DWELLING","MULTI DWELL - APT BUILD","Y","25-44","M","BLACK","25-44","M","BLACK","984,091","149,559","40.577192","-74.000571","POINT (-74.000571 40.577192)"
"308489204","06/22/2025","18:58:00","BROOKLYN","INSIDE","81","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","25-44","M","BLACK","1,003,654","187,147","40.68034","-73.930039","POINT (-73.930039 40.68034)"
"308096531","06/15/2025","04:45:00","BRONX","OUTSIDE","52","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,018,056","262,031","40.885834","-73.877738","POINT (-73.877738 40.885834)"
"300131385","01/27/2025","19:16:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,024,745","262,868","40.88809295","-73.85354344","POINT (-73.85354344 40.88809295)"
"307645264","06/05/2025","21:55:00","BRONX","OUTSIDE","42","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","M","BLACK HISPANIC","1,010,650","240,263","40.826112","-73.904608","POINT (-73.904608 40.826112)"
"302842116","03/14/2025","15:50:00","BROOKLYN","OUTSIDE","76","1","TRANSIT","(null)","N","18-24","M","BLACK","25-44","M","BLACK","982,688","185,908","40.67696","-74.005629","POINT (-74.005629 40.67696)"
"303036413","03/17/2025","05:16:00","QUEENS","OUTSIDE","111","0","STREET","(null)","N","(null)","(null)","(null)","45-64","M","BLACK","1,052,374","210,962","40.745465","-73.754146","POINT (-73.754146 40.745465)"
"303241626","03/17/2025","15:31:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","45-64","M","WHITE HISPANIC","18-24","M","BLACK","999,998","226,211","40.787568","-73.943131","POINT (-73.943131 40.787568)"
"304703802","04/13/2025","22:29:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1,006,648","247,738","40.846641","-73.919043","POINT (-73.919043 40.846641)"
"301679844","02/25/2025","01:02:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,006,601","183,275","40.669706","-73.919429","POINT (-73.919429 40.669706)"
"308064914","06/14/2025","01:58:00","BRONX","OUTSIDE","47","0","STREET","(null)","Y","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,029,564","259,061","40.877631","-73.836141","POINT (-73.836141 40.877631)"
"304789869","04/15/2025","11:00:00","BRONX","OUTSIDE","50","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1,011,732","257,490","40.873392","-73.900629","POINT (-73.900629 40.873392)"
"305878320","05/05/2025","18:00:00","BRONX","INSIDE","46","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1,010,590","250,447","40.854063","-73.904784","POINT (-73.904784 40.854063)"
"298877584","01/04/2025","00:43:00","BROOKLYN","OUTSIDE","75","0","COMMERCIAL","BAR/NIGHT CLUB","N","45-64","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,015,628","186,760","40.679244","-73.886873","POINT (-73.886873 40.679244)"
"304361736","04/07/2025","15:40:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,013,772","246,899","40.84430647","-73.89329933","POINT (-73.89329933 40.84430647)"
"300061442","01/26/2025","04:27:00","BROOKLYN","OUTSIDE","63","0","STREET","BAR/NIGHT CLUB","N","(null)","(null)","(null)","25-44","F","BLACK","1,006,666","171,739","40.638041","-73.919232","POINT (-73.919232 40.638041)"
"303898920","03/30/2025","22:50:00","BROOKLYN","INSIDE","75","0","DWELLING","MULTI DWELL - APT BUILD","Y","(null)","(null)","(null)","65+","M","BLACK","1,014,285","185,709","40.676364","-73.891718","POINT (-73.891718 40.676364)"
"307731891","06/08/2025","06:35:00","BROOKLYN","OUTSIDE","63","0","STREET","(null)","N","45-64","M","BLACK","45-64","M","BLACK","1,006,149","166,607","40.623957","-73.921111","POINT (-73.921111 40.623957)"
"307581457","06/04/2025","21:15:00","MANHATTAN","OUTSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","(null)","(null)","(null)","18-24","M","BLACK","982,756","210,139","40.74347","-74.005392","POINT (-74.005392 40.74347)"
"305163494","04/22/2025","22:27:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK","997,853","230,889","40.800413","-73.950866","POINT (-73.950866 40.800413)"
"299453928","01/14/2025","19:06:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,003,654","187,147","40.68034","-73.930039","POINT (-73.930039 40.68034)"
"308535721","06/23/2025","21:06:00","BRONX","OUTSIDE","45","0","PLAYGROUND","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,032,091","241,976","0","0","POINT (0 0)"
"304555922","04/10/2025","20:15:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","18-24","M","BLACK","1,010,830","181,517","40.664869","-73.904191","POINT (-73.904191 40.664869)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"305570691","04/29/2025","22:03:00","BROOKLYN","OUTSIDE","79","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","F","BLACK","999,134","190,013","40.688215","-73.946331","POINT (-73.946331 40.688215)"
"298949942","01/03/2025","17:30:00","BRONX","OUTSIDE","44","0","STREET","(null)","Y","25-44","M","BLACK HISPANIC","<18","M","WHITE HISPANIC","1,007,076","246,675","40.843722","-73.917502","POINT (-73.917502 40.843722)"
"306613733","05/18/2025","03:54:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","25-44","M","BLACK","18-24","F","BLACK","1,016,250","208,615","40.739229","-73.884526","POINT (-73.884526 40.739229)"
"300430000","02/02/2025","01:24:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1,011,981","247,838","40.846899","-73.899769","POINT (-73.899769 40.846899)"
"298756517","01/01/2025","05:15:00","BRONX","OUTSIDE","44","0","STREET","(null)","Y","45-64","M","BLACK","45-64","M","BLACK","1,009,255","244,278","40.83712653","-73.90963478","POINT (-73.90963478 40.83712653)"
"301313415","02/18/2025","18:50:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","<18","M","BLACK","25-44","M","BLACK HISPANIC","1,012,541","242,362","40.831867","-73.897769","POINT (-73.897769 40.831867)"
"307746978","06/08/2025","22:09:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","998,821","172,641","40.640535","-73.947495","POINT (-73.947495 40.640535)"
"299257997","01/11/2025","03:55:00","QUEENS","OUTSIDE","114","0","STREET","BAR/NIGHT CLUB","N","25-44","M","BLACK","25-44","M","BLACK","1,009,970","220,539","40.771977","-73.90714","POINT (-73.90714 40.771977)"
"303772633","03/27/2025","11:15:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","WHITE","1,000,482","230,365","40.79897","-73.941374","POINT (-73.941374 40.79897)"
"306616097","05/18/2025","06:04:00","BROOKLYN","OUTSIDE","88","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","992,137","191,261","40.69164048","-73.97155947","POINT (-73.97155947 40.69164048)"
"300882494","02/10/2025","20:33:00","QUEENS","INSIDE","109","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","BLACK","1,031,364","218,413","40.766054","-73.829917","POINT (-73.829917 40.766054)"
"307729377","06/07/2025","13:20:00","BROOKLYN","OUTSIDE","75","0","DWELLING","PVT HOUSE","N","(null)","(null)","(null)","18-24","F","BLACK","1,017,336","182,789","40.668338","-73.880734","POINT (-73.880734 40.668338)"
"307729376","06/07/2025","21:49:00","BRONX","OUTSIDE","52","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","18-24","M","BLACK","1,012,468","255,375","40.867584","-73.897975","POINT (-73.897975 40.867584)"
"303861626","03/30/2025","02:45:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","(null)","(null)","(null)","25-44","F","BLACK HISPANIC","1,021,853","242,624","40.832551","-73.864117","POINT (-73.864117 40.832551)"
"301609656","02/24/2025","11:30:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","45-64","I","BLACK","1,007,046","192,510","40.695051","-73.917793","POINT (-73.917793 40.695051)"
"301878453","02/28/2025","22:23:00","BRONX","INSIDE","42","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1,012,019","245,445","40.840331","-73.899641","POINT (-73.899641 40.840331)"
"304611554","04/11/2025","19:32:00","BRONX","OUTSIDE","50","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","1,009,550","258,672","40.876643","-73.908514","POINT (-73.908514 40.876643)"
"300197279","01/28/2025","15:30:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","Y","(null)","(null)","(null)","<18","M","BLACK","1,004,499","180,655","40.662519","-73.927012","POINT (-73.927012 40.662519)"
"301256132","02/17/2025","18:20:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","45-64","M","BLACK","45-64","M","WHITE HISPANIC","1,016,327","250,445","40.854039","-73.884046","POINT (-73.884046 40.854039)"
"308800537","06/28/2025","22:00:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,009,703","242,326","40.83176758","-73.90802316","POINT (-73.90802316 40.83176758)"
"308517351","06/23/2025","15:55:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,007,588","179,461","40.659233","-73.915885","POINT (-73.915885 40.659233)"
"307682167","06/06/2025","23:07:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1,006,321","181,792","40.66562622","-73.920443","POINT (-73.920443 40.66562622)"
"304094455","04/02/2025","21:19:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,022,810","182,671","40.667992","-73.861001","POINT (-73.861001 40.667992)"
"306651416","05/18/2025","18:45:00","BRONX","OUTSIDE","46","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","F","WHITE HISPANIC","1,013,673","252,644","40.860085","-73.89363","POINT (-73.89363 40.860085)"
"306214613","05/10/2025","20:33:00","BRONX","OUTSIDE","40","0","STREET","GROCERY/BODEGA","N","<18","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,005,529","233,942","40.808777","-73.923131","POINT (-73.923131 40.808777)"
"304199342","04/04/2025","14:29:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1,005,517","255,164","40.86701515","-73.92310894","POINT (-73.92310894 40.86701515)"
"302972628","03/16/2025","15:41:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,001,627","189,572","40.687","-73.937344","POINT (-73.937344 40.687)"
"308800536","06/28/2025","19:40:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,008,749","179,070","40.658159","-73.911702","POINT (-73.911702 40.658159)"
"305570690","04/29/2025","18:11:00","BROOKLYN","OUTSIDE","67","0","STREET","GROCERY/BODEGA","N","(null)","(null)","(null)","25-44","M","WHITE","1,007,040","179,658","40.659776","-73.917857","POINT (-73.917857 40.659776)"
"305163494","04/22/2025","22:27:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","Y","25-44","M","BLACK","45-64","F","BLACK","997,853","230,889","40.800413","-73.950866","POINT (-73.950866 40.800413)"
"307819260","06/09/2025","20:17:00","BRONX","OUTSIDE","41","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,015,842","236,510","40.815794","-73.885866","POINT (-73.885866 40.815794)"
"299470064","01/15/2025","01:00:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","45-64","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1,003,614","255,446","40.86779354","-73.92998844","POINT (-73.92998844 40.86779354)"
"302377353","03/10/2025","17:25:00","BROOKLYN","INSIDE","77","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","BLACK","18-24","M","BLACK","1,005,432","185,232","40.675081","-73.923638","POINT (-73.923638 40.675081)"
"308868058","06/30/2025","13:00:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,007,919","179,199","40.65850488","-73.91469197","POINT (-73.91469197 40.65850488)"
"299996365","01/24/2025","20:20:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,014,445","240,852","40.827717","-73.890893","POINT (-73.890893 40.827717)"
